CRN,Subj,Crse,Sect,Part of Term,Session,Title,Prof,Day  Beg   End   Bldg Room  (Type),Campus,AddlInfo,Hrs,Max,MaxResv,LeftResv,Enr,Avail,WaitCap,WaitCount,WaitAvail,Room Cap
23946,ARHS,03130,  4,"Full Term ... 
21-JAN to 09-MAY",Online,"ART APPRECIATIONOff-campus trip.
",STAFF,   ,Online,,3,28,0,0,0,28,0,0,0,
23947,ARHS,03130,  5,"Full Term ... 
21-JAN to 09-MAY",Online,"ART APPRECIATIONOff-campus trip.
",STAFF,   ,Online,,3,28,0,0,0,28,0,0,0,
23948,ARHS,03130,  6,"Full Term ... 
21-JAN to 09-MAY",Online,"ART APPRECIATIONOff-campus trip.
",STAFF,   ,Online,,3,28,0,0,0,28,0,0,0,
23949,ARHS,03130,  7,"Full Term ... 
21-JAN to 09-MAY",Online,"ART APPRECIATIONOff-campus trip.
",STAFF,   ,Online,,3,28,0,0,0,28,0,0,0,
23950,ARHS,03130,  8,"Full Term ... 
21-JAN to 09-MAY",Online,"ART APPRECIATIONOff-campus trip.
",STAFF,   ,Online,,3,28,0,0,0,28,0,0,0,
23951,ARHS,03130,  9,"Full Term ... 
21-JAN to 09-MAY",Online,"ART APPRECIATIONOff-campus trip.
",STAFF,   ,Online,,3,28,0,0,0,28,0,0,0,
23952,ARHS,03130, 10,"Full Term ... 
21-JAN to 09-MAY",Online,"ART APPRECIATIONOff-campus trip.
",STAFF,   ,Online,,3,28,0,0,0,28,0,0,0,
23953,ARHS,03220,  1,"Full Term ... 
21-JAN to 09-MAY",Day,"MODERN ARTOff-campus trip.
","Hottle, Andrew D",TR      1100 1215 WESTBY 111 (Class),Main,,3,28,0,0,0,28,0,0,0,91
23954,ARHS,03241,  1,"Full Term ... 
21-JAN to 09-MAY",Day,HIST OF PHOTOGRAPHY,"Hottle, Andrew D",TR      1400 1515 WESTBY 111 (Class),Main,,3,28,0,0,0,28,0,0,0,91
23955,ARHS,03310,  1,"Full Term ... 
21-JAN to 09-MAY",Day,"HISTORY OF AMERICAN ARTOff-campus trip.
",STAFF,MW      1230 1345 WESTBY 111 (Class),Main,,3,25,0,0,0,25,0,0,0,91
23956,ARHS,03310,  2,"Full Term ... 
21-JAN to 09-MAY",Day,"HISTORY OF AMERICAN ARTOff-campus trip.
",STAFF,MW      1400 1515 WESTBY 111 (Class),Main,,3,25,0,0,0,25,0,0,0,91
23957,ARHS,03425,  1,"Full Term ... 
21-JAN to 09-MAY",Day,SP ART HIST-HARLEM RENAISSANCE,"Carey Carter, Beatrice Diane",MW      1530 1645 WESTBY 111 (Class),Main,,3,14,0,0,0,14,0,0,0,91
23958,ARHS,03425,  2,"Full Term ... 
21-JAN to 09-MAY",Day,SP ART HIST-ART  ECOLOGY,"Shores, Elizabeth Ashley","M       1700 1815 JAMES 2105 (Class)
M       1830 1945 JAMES 2105 (Class)",Main,,3,28,0,0,0,28,0,0,0,30
23959,ART,02100,  1,"Full Term ... 
21-JAN to 09-MAY",Day,"DRAWING IArt majors and minors only.
",STAFF,"TR      1400 1515 WESTBY 213 (Class)
TR      1530 1645 WESTBY 213 (Class)",Main,,3,12,0,0,0,12,0,0,0,30
23960,ART,02100,  2,"Full Term ... 
21-JAN to 09-MAY",Evening,DRAWING I,STAFF,"TR      1700 1815 WESTBY 213 (Class)
TR      1830 1945 WESTBY 213 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
23961,ART,02100,  3,"Full Term ... 
21-JAN to 09-MAY",Weekend,DRAWING I,STAFF,"S       0930 1045 WESTBY 213 (Class)
S       1100 1215 WESTBY 213 (Class)
S       1230 1345 WESTBY 213 (Class)
S       1400 1515 WESTBY 213 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
23962,ART,02100,  4,"Full Term ... 
21-JAN to 09-MAY",Day,DRAWING I,STAFF,"MW      0800 0915 WESTBY 213 (Class)
MW      0930 1045 WESTBY 213 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
23963,ART,02105,  1,"Full Term ... 
21-JAN to 09-MAY",Day,"COLOR  DESIGN IArt majors and minors only.Additional Materials Required.
",STAFF,"MW      1100 1215 WESTBY 205 (Class)
MW      1230 1345 WESTBY 205 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
23964,ART,02105,  2,"Full Term ... 
21-JAN to 09-MAY",Evening,"COLOR  DESIGN IALL majors. Additional Materials Required.
",STAFF,"MW      1700 1815 WESTBY 206 (Class)
MW      1830 1945 WESTBY 206 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
23965,ART,02105,  3,"Full Term ... 
21-JAN to 09-MAY",Day,"COLOR  DESIGN IALL majors. Additional Materials Required.
",STAFF,"TR      0800 0915 WESTBY 206 (Class)
TR      0930 1045 WESTBY 206 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
23966,ART,02110,  1,"Full Term ... 
21-JAN to 09-MAY",Day,FIGURE DRAWING,"Ohanian, Nancy L.","TR      0800 0915 WESTBY 104 (Class)
TR      0930 1045 WESTBY 104 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
23967,ART,02110,  2,"Full Term ... 
21-JAN to 09-MAY",Day,FIGURE DRAWING,"Ohanian, Nancy L.","TR      1100 1215 WESTBY 104 (Class)
TR      1230 1345 WESTBY 104 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
23968,ART,02200,  1,"Full Term ... 
21-JAN to 09-MAY",Day,EXPRESSIVE DRAWING,"Appelson, Herbert","TR      0800 0915 WESTBY 213 (Class)
TR      0930 1045 WESTBY 213 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
23969,ART,02200,  2,"Full Term ... 
21-JAN to 09-MAY",Day,EXPRESSIVE DRAWING,STAFF,"MW      1100 1215 WESTBY 213 (Class)
MW      1230 1345 WESTBY 213 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
23970,ART,02200,  3,"Full Term ... 
21-JAN to 09-MAY",Day,EXPRESSIVE DRAWING,"Appelson, Herbert","TR      1100 1215 WESTBY 213 (Class)
TR      1230 1345 WESTBY 213 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
23971,ART,02220,  1,"Full Term ... 
21-JAN to 09-MAY",Day,"INTRODUCTION TO PAINTINGAdditional materials required.
",STAFF,"TR      1400 1515 WESTBY 104 (Class)
TR      1530 1645 WESTBY 104 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
23972,ART,02220,  2,"Full Term ... 
21-JAN to 09-MAY",Evening,"INTRODUCTION TO PAINTINGAdditional materials required.
",STAFF,"MW      1700 1815 WESTBY 104 (Class)
MW      1830 1945 WESTBY 104 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
23973,ART,02220,  3,"Full Term ... 
21-JAN to 09-MAY",Day,"INTRODUCTION TO PAINTINGAdditional materials required.
",STAFF,"MW      1400 1515 WESTBY 104 (Class)
MW      1530 1645 WESTBY 104 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
23974,ART,02220,  4,"Full Term ... 
21-JAN to 09-MAY",Day,"INTRODUCTION TO PAINTINGAdditional materials required.Art majors and minors only.
","Sophy, Nancy M","MW      1100 1215 WESTBY 104 (Class)
MW      1230 1345 WESTBY 104 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
23975,ART,02220,  5,"Full Term ... 
21-JAN to 09-MAY",Day,"INTRODUCTION TO PAINTINGAdditional materials required.Art majors and minors only.
","Sophy, Nancy M","F       0800 0915 WESTBY 104 (Class)
F       0930 1045 WESTBY 104 (Class)
F       1100 1215 WESTBY 104 (Class)
F       1230 1345 WESTBY 104 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
23976,ART,02222,  1,"Full Term ... 
21-JAN to 09-MAY",Day,CORE PORTFOLIO REVIEW,STAFF,   ,Main,,0,60,0,0,0,60,0,0,0,
23977,ART,02240,  1,"Full Term ... 
21-JAN to 09-MAY",Day,"INTRODUCTION TO SCULPTURE/3-DAdditional materials required.Art majors and minors only.
",STAFF,"TR      0800 0915 WESTBY 103 (Class)
TR      0930 1045 WESTBY 103 (Class)",Main,,3,12,0,0,0,12,0,0,0,30
23978,ART,02240,  2,"Full Term ... 
21-JAN to 09-MAY",Day,"INTRODUCTION TO SCULPTURE/3-DAdditional materials required.Art majors and minors only.
","Horowitz, Samuel Sarosh","MW      0800 0915 WESTBY 103 (Class)
MW      0930 1045 WESTBY 103 (Class)",Main,,3,12,0,0,0,12,0,0,0,30
23979,ART,02240,  3,"Full Term ... 
21-JAN to 09-MAY",Evening,"INTRODUCTION TO SCULPTURE/3-DAdditional materials required.Art majors and minors only.
",STAFF,"TR      1700 1815 WESTBY 103 (Class)
TR      1830 1945 WESTBY 103 (Class)",Main,,3,12,0,0,0,12,0,0,0,30
23980,ART,02240,  4,"Full Term ... 
21-JAN to 09-MAY",Day,"INTRODUCTION TO SCULPTURE/3-DAdditional materials required.Art majors and minors only.
",STAFF,"TR      1100 1215 WESTBY 103 (Class)
TR      1230 1345 WESTBY 103 (Class)",Main,,3,12,0,0,0,12,0,0,0,30
23981,ART,02260,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,"INTRODUCTION TO PRINTMAKINGAdditional materials required.
",STAFF,"TR      1700 1815 WESTBY 205 (Class)
TR      1830 1945 WESTBY 205 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
23982,ART,02260,  2,"Full Term ... 
21-JAN to 09-MAY",Day,"INTRODUCTION TO PRINTMAKINGAdditional materials required.
","Lemonias, Krystle","TR      1100 1215 WESTBY 205 (Class)
TR      1230 1345 WESTBY 205 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
23983,ART,02260,  3,"Full Term ... 
21-JAN to 09-MAY",Day,"INTRODUCTION TO PRINTMAKINGAdditional materials required.
","Schottenfeld, Carol Ruth","MW      1400 1515 WESTBY 205 (Class)
MW      1530 1645 WESTBY 205 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
23984,ART,02300,  1,"Full Term ... 
21-JAN to 09-MAY",Day,"WKSP IN ART:PUPPETRYAdditional materials required.Westby 203
","Ahearn, Patrick W","T       1100 1215 WESTBY  (Class)
T       1230 1345 WESTBY  (Class)",Main,,3,15,0,0,0,15,0,0,0,
23985,ART,02300,  2,"Full Term ... 
21-JAN to 09-MAY",Day,"WKSP IN ART:PUPPETRYAdditional materials required.Westby 203
","Ahearn, Patrick W","T       1400 1515 WESTBY  (Class)
T       1530 1645 WESTBY  (Class)",Main,,3,15,0,0,0,15,0,0,0,
23986,ART,02301,  1,"Full Term ... 
21-JAN to 09-MAY",Day,"INTERMEDIATE SCULPTUREAdditional materials required.
","Horowitz, Samuel Sarosh","MW      1100 1215 WESTBY 103 (Class)
MW      1230 1345 WESTBY 103 (Class)",Main,,3,12,0,0,0,12,0,0,0,30*
23987,ART,02315,  1,"Full Term ... 
21-JAN to 09-MAY",Day,"INTERMEDIATE PAINTINGAdditional materials required.
","Sophy, Nancy M","MW      0800 0915 WESTBY 104 (Class)
MW      0930 1045 WESTBY 104 (Class)",Main,,3,15,0,0,0,15,0,0,0,30*
23988,ART,02317,  1,"Full Term ... 
21-JAN to 09-MAY",Day,"INTERMEDIATE PRINTMAKINGAdditional materials required.
","Lemonias, Krystle","TR      1400 1515 WESTBY 205 (Class)
TR      1530 1645 WESTBY 205 (Class)",Main,,3,14,0,0,0,14,0,0,0,30*
23989,ART,02401,  1,"Full Term ... 
21-JAN to 09-MAY",Day,"ADVANCED SCULPTUREAdditional materials required.
","Horowitz, Samuel Sarosh","MW      1100 1215 WESTBY 103 (Class)
MW      1230 1345 WESTBY 103 (Class)",Main,,3,4,0,0,0,4,0,0,0,30*
23990,ART,02414,  1,"Full Term ... 
21-JAN to 09-MAY",Day,"ADVANCED PAINTINGAdditional materials required.
","Sophy, Nancy M","MW      0800 0915 WESTBY 104 (Class)
MW      0930 1045 WESTBY 104 (Class)",Main,,3,0,0,0,0,0,0,0,0,30*
23991,ART,02430,  1,"Full Term ... 
21-JAN to 09-MAY",Day,"ADVANCED PRINTMAKINGAdditional materials required.
","Lemonias, Krystle","TR      1400 1515 WESTBY 205 (Class)
TR      1530 1645 WESTBY 205 (Class)",Main,,3,1,0,0,0,1,0,0,0,30*
23992,ART,09200,  1,"Full Term ... 
21-JAN to 09-MAY",Day,THEORY/ANALYSIS IN ART EDU,"Neglia, Eugene W","F       1100 1215 WESTBY 206 (Class)
F       1230 1345 WESTBY 206 (Class)",Main,,3,18,0,0,0,18,0,0,0,30
23993,ART,09202,  1,"Full Term ... 
21-JAN to 09-MAY",Day,COMM ART ED FOR SECONDARY GRDS,"Graziano, Jane E.","W       1400 1515 WESTBY 206 (Class)
W       1530 1645 WESTBY 206 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
23994,ART,09210,  1,"Full Term ... 
21-JAN to 09-MAY",Day,"INTRODUCTION TO METALS/JEWELRYAll majors, Additional Materials Required.
",STAFF,"TR      1400 1515 WESTBY 102 (Class)
TR      1530 1645 WESTBY 102 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
23995,ART,09210,  2,"Full Term ... 
21-JAN to 09-MAY",Day,"INTRODUCTION TO METALS/JEWELRYAll majors, Additional Materials Required.
",STAFF,"MW      1100 1215 WESTBY 102 (Class)
MW      1230 1345 WESTBY 102 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
23996,ART,09210,  3,"Full Term ... 
21-JAN to 09-MAY",Evening,"INTRODUCTION TO METALS/JEWELRYAll majors, Additional Materials Required.
",STAFF,"TR      1700 1815 WESTBY 102 (Class)
TR      1830 1945 WESTBY 102 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
23997,ART,09210,  4,"Full Term ... 
21-JAN to 09-MAY",Day,"INTRODUCTION TO METALS/JEWELRYAll majors, Additional Materials Required.
",STAFF,"MW      1400 1515 WESTBY 102 (Class)
MW      1530 1645 WESTBY 102 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
23998,ART,09228,  1,"Full Term ... 
21-JAN to 09-MAY",Day,INTRODUCTION TO ILLUSTRATION,STAFF,"MW      1400 1515 WESTBY 218 (Class)
MW      1530 1645 WESTBY 218 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
23999,ART,09240,  1,"Full Term ... 
21-JAN to 09-MAY",Day,INTRODUCTION TO CERAMICS,"Thomas, Skeffington N.","MW      1100 1215 WESTBY 100 (Class)
MW      1230 1345 WESTBY 100 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
24000,ART,09240,  2,"Full Term ... 
21-JAN to 09-MAY",Day,INTRODUCTION TO CERAMICS,"Thomas, Skeffington N.","TR      1100 1215 WESTBY 100 (Class)
TR      1230 1345 WESTBY 100 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
24001,ART,09240,  3,"Full Term ... 
21-JAN to 09-MAY",Evening,INTRODUCTION TO CERAMICS,STAFF,"MW      1700 1815 WESTBY 100 (Class)
MW      1830 1945 WESTBY 100 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
24002,ART,09301,  1,"Full Term ... 
21-JAN to 09-MAY",Day,"DIGITAL MEDIA AND TECHNIQUESArt majors and minors only.
",STAFF,"MW      1400 1515 JAMES 2110 (Class)
MW      1530 1645 JAMES 2110 (Class)",Main,,3,15,0,0,0,15,0,0,0,28
24003,ART,09301,  2,"Full Term ... 
21-JAN to 09-MAY",Day,"DIGITAL MEDIA AND TECHNIQUESAll majors.
",STAFF,"TR      1400 1515 WESTBY 218 (Class)
TR      1530 1645 WESTBY 218 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
24004,ART,09301,  3,"Full Term ... 
21-JAN to 09-MAY",Evening,"DIGITAL MEDIA AND TECHNIQUESAll majors.
",STAFF,"MW      1700 1815 WESTBY 105 (Class)
MW      1830 1945 WESTBY 105 (Class)",Main,,3,15,0,0,0,15,0,0,0,24
24005,ART,09301,  4,"Full Term ... 
21-JAN to 09-MAY",Evening,"DIGITAL MEDIA AND TECHNIQUESAll majors.
",STAFF,"TR      1700 1815 WESTBY 218 (Class)
TR      1830 1945 WESTBY 218 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
24006,ART,09303,  1,"Full Term ... 
21-JAN to 09-MAY",Day,PROFESSIONA PRACTICES IN ART 1,STAFF,"TR      0800 0915 JAMES 2110 (Class)
TR      0930 1045 JAMES 2110 (Class)",Main,,3,15,0,0,0,15,0,0,0,28
24512,ART,09304,  1,"Full Term ... 
21-JAN to 09-MAY",Day,DIGITAL PAINTING,"Gustavson, Adam Michael","TR      1400 1515 JAMES 2110 (Class)
TR      1530 1645 JAMES 2110 (Class)",Main,,3,15,0,0,0,15,0,0,0,28
22636,ART,09307,  1,"Full Term ... 
21-JAN to 09-MAY",Day,ST:SMELL STUDIO FRAGRANT EARTH,"Kitson, Jennifer L","F       0930 1045 WESTBY 105 (Class)
F       1100 1215 WESTBY 105 (Class)
F       1230 1345 WESTBY 105 (Class)
F       1400 1515 WESTBY 105 (Class)",Main,,3,8,0,0,0,8,0,0,0,24*
24008,ART,09308,  1,"Full Term ... 
21-JAN to 09-MAY",Day,"COLOR THEORYAdditional Materials Required.
",STAFF,"TR      1400 1515 WESTBY 206 (Class)
TR      1530 1645 WESTBY 206 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
24009,ART,09311,  1,"Full Term ... 
21-JAN to 09-MAY",Day,"INTERMEDIATE METALS/JEWELRYAdditional Materials Required.
",STAFF,"TR      1100 1215 WESTBY 102 (Class)
TR      1230 1345 WESTBY 102 (Class)",Main,,3,14,0,0,0,14,0,0,0,30*
24010,ART,09336,  1,"Full Term ... 
21-JAN to 09-MAY",Day,INTERMEDIATE ILLUSTRATION,STAFF,"F       0800 0915 WESTBY 218 (Class)
F       0930 1045 WESTBY 218 (Class)
F       1100 1215 WESTBY 218 (Class)
F       1230 1345 WESTBY 218 (Class)",Main,,3,14,0,0,0,14,0,0,0,30*
24011,ART,09343,  1,"Full Term ... 
21-JAN to 09-MAY",Day,INTRO TO GRAPHIC DESIGN I,"Watanabe, Marisa","TR      1100 1215 WESTBY 218 (Class)
TR      1230 1345 WESTBY 218 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
24012,ART,09344,  1,"Full Term ... 
21-JAN to 09-MAY",Day,INTERMED GRAPHIC DES II:TYP,STAFF,"TR      0800 0915 WESTBY 218 (Class)
TR      0930 1045 WESTBY 218 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
24013,ART,09346,  1,"Full Term ... 
21-JAN to 09-MAY",Day,"CAD:3D MODEL FOR ARTIST/DESGNRAll majors, Additional Materials Required.
","Sweigart, Donna","MW      0800 0915 WESTBY 105 (Class)
MW      0930 1045 WESTBY 105 (Class)",Main,,3,15,0,0,0,15,0,0,0,24
24014,ART,09349,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,INTERMED GRAPHIC DES III:VIS,STAFF,"TR      1830 1945 WESTBY 219 (Class)
TR      2000 2115 WESTBY 219 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
24015,ART,09350,  1,"Full Term ... 
21-JAN to 09-MAY",Day,INTERMED GRAPHIC DESIGN IV,STAFF,"F       0800 0915 WESTBY 219 (Class)
F       0930 1045 WESTBY 219 (Class)
F       1100 1215 WESTBY 219 (Class)
F       1230 1345 WESTBY 219 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
24016,ART,09352,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,INTERMEDIATE CERAMICS,"Thomas, Skeffington N.","TR      1700 1815 WESTBY 100 (Class)
TR      1830 1945 WESTBY 100 (Class)",Main,,3,14,0,0,0,14,0,0,0,30*
24007,ART,09354,  1,"Full Term ... 
21-JAN to 09-MAY",Day,ST TP IN GD: DSIN  ENVIRONMNT,STAFF,"MW      1400 1515 WESTBY 219 (Class)
MW      1530 1645 WESTBY 219 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
24017,ART,09358,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,WEB DESIGN,STAFF,"MW      1830 1945 WESTBY 218 (Class)
MW      2000 2115 WESTBY 218 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
24018,ART,09363,  1,"Full Term ... 
21-JAN to 09-MAY",Day,ADV GRAPHIC DESIGN V:PUB DSGN,"Watanabe, Marisa","TR      1400 1515 WESTBY 219 (Class)
TR      1530 1645 WESTBY 219 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
24019,ART,09364,  1,"Full Term ... 
21-JAN to 09-MAY",Day,ADV GRAP DESGN VI:INFO PRO PRA,STAFF,"TR      1100 1215 WESTBY 219 (Class)
TR      1230 1345 WESTBY 219 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
24020,ART,09390,  1,"Full Term ... 
21-JAN to 09-MAY",Day,STUDIO WORK IN PROG REVIEW,STAFF,   ,Main,,0,35,0,0,0,35,0,0,0,
24021,ART,09401,  1,"Full Term ... 
21-JAN to 09-MAY",Day,SENIOR PROJECT ART,STAFF,   ,Main,,0,50,0,0,0,50,0,0,0,
24022,ART,09411,  1,"Full Term ... 
21-JAN to 09-MAY",Day,"ADVANCED METALS/JEWELRYAdditional Materials Required.
",STAFF,"TR      1100 1215 WESTBY 102 (Class)
TR      1230 1345 WESTBY 102 (Class)",Main,,3,3,0,0,0,3,0,0,0,30*
24023,ART,09419,  1,"Full Term ... 
21-JAN to 09-MAY",Day,ADVANCED ILLUSTRATION,STAFF,"F       0800 0915 WESTBY 218 (Class)
F       0930 1045 WESTBY 218 (Class)
F       1100 1215 WESTBY 218 (Class)
F       1230 1345 WESTBY 218 (Class)",Main,,3,1,0,0,0,1,0,0,0,30*
24024,ART,09450,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,ADVANCED CERAMICS,"Thomas, Skeffington N.","TR      1700 1815 WESTBY 100 (Class)
TR      1830 1945 WESTBY 100 (Class)",Main,,3,10,0,0,0,10,0,0,0,30*
24025,ART,09464,  1,"Full Term ... 
21-JAN to 09-MAY",Day,ADVANCED GRAPHIC DESIGN VIII:,STAFF,"W       0800 0915 WESTBY 219 (Class)
W       0930 1045 WESTBY 219 (Class)
W       1100 1215 WESTBY 219 (Class)
W       1230 1345 WESTBY 219 (Class)",Main,,3,10,0,0,0,10,0,0,0,30
24026,ART,09464,  2,"Full Term ... 
21-JAN to 09-MAY",Day,ADVANCED GRAPHIC DESIGN VIII:,"Watanabe, Marisa","W       0800 0915 WESTBY 218 (Class)
W       0930 1045 WESTBY 218 (Class)
W       1100 1215 WESTBY 218 (Class)
W       1230 1345 WESTBY 218 (Class)",Main,,3,10,0,0,0,10,0,0,0,30
24027,ART,09490,  1,"Full Term ... 
21-JAN to 09-MAY",Day,BFA SENIOR THESIS EX,STAFF,   ,Main,,0,35,0,0,0,35,0,0,0,
21732,ASL,01101,  1,"Full Term ... 
21-JAN to 09-MAY",Day,ELEM AMERICAN SIGN LANGUAGE I,"Screven, Melissa R",TR      1230 1345 ROBSON 305 (Class),Main,,3,24,0,0,0,24,0,0,0,24
21649,ASL,01101,  2,"Full Term ... 
21-JAN to 09-MAY",Evening,ELEM AMERICAN SIGN LANGUAGE I,"Gardiner, Kelly Leah",TR      1700 1815 SAVITZ 321 (Class),Main,,3,24,0,0,0,24,0,0,0,30
21650,ASL,01101,  3,"Full Term ... 
21-JAN to 09-MAY",Evening,ELEM AMERICAN SIGN LANGUAGE I,"Gardiner, Kelly Leah",TR      1830 1945 SAVITZ 321 (Class),Main,,3,24,0,0,0,24,0,0,0,30
21651,ASL,01102,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,"ELEM AMERICAN SIGN LANGUAGE IIPrerequisite waiver available through placement interview.Contact screven@rowan.edu.
","Frankenfield, Juliana",MW      1700 1815 BOZ 130 (Class),Main,,3,24,0,0,0,24,0,0,0,38
21652,ASL,01102,  2,"Full Term ... 
21-JAN to 09-MAY",Evening,"ELEM AMERICAN SIGN LANGUAGE IIPrerequisite waiver available through placement interview.Contact screven@rowan.edu.
","Quinn-Gibson, Devin",TR      1700 1815 BOZ 130 (Class),Main,,3,24,0,0,0,24,0,0,0,38
21654,ASL,01211,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,"INTERMED AMER SIGN LANGUAGE IIPrerequisite waiver available through placement interview.Contact screven@rowan.edu.
","Quinn-Gibson, Devin",TR      1830 1945 BOZ 130 (Class),Main,,3,24,0,0,0,24,0,0,0,38
21733,ASL,01301,  1,"Full Term ... 
21-JAN to 09-MAY",Day,"AMERICAN SIGN LANGUAGE LITPrerequisite waiver available through placement interview.Contact screven@rowan.edu.
","Screven, Melissa R",TR      1400 1515 ROBSON 305 (Class),Main,,3,24,0,0,0,24,0,0,0,24
20128,ASTR,11120,  1,"Full Term ... 
21-JAN to 09-MAY",Day,"HONORS INTRO TO ASTRONOMYThis course requires night viewing outside of class time.
","Herrmann, John","TR      1400 1515 SCIENC 144 (Class)
TR      1530 1645 SCIENC 144 (Class)",Main,,4,20,0,0,0,20,15,0,15,26
20129,ASTR,11120,  2,"Full Term ... 
21-JAN to 09-MAY",Online,"INTRO TO ASTRONOMYThis course requires night viewing outside of class time.
",STAFF,   ,Online,,4,26,0,0,0,26,15,0,15,
20130,ASTR,11120,  3,"Full Term ... 
21-JAN to 09-MAY",Online,"INTRO TO ASTRONOMYThis course requires night viewing outside of class time.
",STAFF,   ,Online,,4,26,0,0,0,26,15,0,15,
20131,ASTR,11120,  4,"Full Term ... 
21-JAN to 09-MAY",Online,"INTRO TO ASTRONOMYThis course requires night viewing outside of class time.
",STAFF,   ,Online,,4,26,0,0,0,26,15,0,15,
20132,ASTR,11120,  5,"Full Term ... 
21-JAN to 09-MAY",Online,"INTRO TO ASTRONOMYThis course requires night viewing outside of class time.
",STAFF,   ,Online,,4,26,0,0,0,26,15,0,15,
20133,ASTR,11120,  6,"Full Term ... 
21-JAN to 09-MAY",Online,"INTRO TO ASTRONOMYThis course requires night viewing outside of class time.
",STAFF,   ,Online,,4,26,0,0,0,26,15,0,15,
20134,ASTR,11120,  7,"Full Term ... 
21-JAN to 09-MAY",Online,"INTRO TO ASTRONOMYThis course requires night viewing outside of class time.
",STAFF,   ,Online,,4,26,0,0,0,26,15,0,15,
20135,ASTR,11120,  8,"Full Term ... 
21-JAN to 09-MAY",Online,"INTRO TO ASTRONOMYThis course requires night viewing outside of class time.
",STAFF,   ,Online,,4,26,0,0,0,26,15,0,15,
20136,ASTR,11120,  9,"Full Term ... 
21-JAN to 09-MAY",Online,"INTRO TO ASTRONOMYThis course requires night viewing outside of class time.
",STAFF,   ,Online,,4,26,0,0,0,26,15,0,15,
20126,ASTR,11230,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,"INTRODUCTORY ASTROPHYSICSThis course may require night viewing outside of class time.
","Guerra, Erick J.","MW      1830 1945 SCIENC 138 (Class)
MW      2000 2115 SCIENC 138 (Class)",Main,,4,24,0,0,0,24,15,0,15,26
22796,ATR,00210,  1,"Full Term ... 
21-JAN to 09-MAY",Day,FOUNDATION IN SPORT MEDICINE I,"Mann, Douglas P.",TR      1100 1215 JAMES 1020 (Class),Main,,3,30,0,0,0,30,0,0,0,30
22797,ATR,00340,  1,"Full Term ... 
21-JAN to 09-MAY",Day,FOUNDATIONS SPORT MEDICINE III,"Sterner, Robert Lance",MW      0930 1045 JAMES 1146 (Class),Main,,3,30,0,0,0,30,0,0,0,30
22798,ATR,00347,  1,"Full Term ... 
21-JAN to 09-MAY",Day,APPLIED BIOMECHANICS,"Sterner, Robert Lance",MW      1100 1215 JAMES 1019 (Class),Main,,3,30,0,0,0,30,0,0,0,36
22799,ATR,00347,  2,"Full Term ... 
21-JAN to 09-MAY",Day,APPLIED BIOMECHANICS,"Sterner, Robert Lance",TR      0930 1045 JAMES 1019 (Class),Main,,3,30,0,0,0,30,0,0,0,36
